Node ID: 121347, Name: World War II
Node ID: 1160459, Name: Alfred Hoche
Node ID: 923845, Name: With the Old Breed
Node ID: 120171, Name: Takeo Takagi
Node ID: 1134817, Name: Strategic operations of the Red Army in World War II
Node ID: 1772146, Name: Renault FT
Node ID: 1209977, Name: Monte Verit
Node ID: 1160215, Name: Gnther Pancke
Node ID: 1717174, Name: Rommelspargel
Node ID: 120178, Name: Kiyohide Shima
Node ID: 1160963, Name: Herman Wirth
Node ID: 130582, Name: Italian battleship Vittorio Veneto
Node ID: 120140, Name: Invasion of Tulagi (May 1942)
Node ID: 1159850, Name: Franz Hofer
Node ID: 1159194, Name: Altreich
Node ID: 1160223, Name: Hans Kammler
Node ID: 1159452, Name: Salon Kitty
Node ID: 1390582, Name: Operation Salaam
Node ID: 1133024, Name: Bruno Loerzer
Node ID: 1137889, Name: Tatsinskaya Raid
Node ID: 1134780, Name: Battle of Bautzen (1945)
Node ID: 1390583, Name: Maletti Group
Node ID: 1390023, Name: John Lavarack
Node ID: 120209, Name: Makin Island raid
Node ID: 1256195, Name: Gabriel Auphan
Node ID: 131124, Name: Red Sea Flotilla
Node ID: 553750, Name: Gold shirts
Node ID: 1159115, Name: Fourth Reich
Node ID: 1160705, Name: Extraordinary State Commission
Node ID: 120506, Name: Tamon Yamaguchi
Node ID: 1655053, Name: Hataz Adachi
Node ID: 120230, Name: Battle for Henderson Field
Node ID: 1134064, Name: Johannes Friener
Node ID: 1159741, Name: Franz Schlegelberger
Node ID: 1159340, Name: NSDAP Office of Racial Policy
Node ID: 120105, Name: Japanese cruiser Maya
Node ID: 1159334, Name: Useful Jew
Node ID: 32031, Name: Battle Dress
Node ID: 619799, Name: Sovetskaya Gavan
Node ID: 1137956, Name: Yakov Pavlov
Node ID: 1160388, Name: Bloody Sunday (1939)
Node ID: 1138443, Name: Christoph Probst
Node ID: 1159992, Name: Encyclopedia of the Third Reich
Node ID: 1637364, Name: Anteo Zamboni
Node ID: 419162, Name: Georgios Tsolakoglou
Node ID: 131510, Name: German submarine U-502
Node ID: 176743, Name: Piazzale Loreto
Node ID: 1159987, Name: Konstantin Hierl
Node ID: 1159981, Name: Endsieg
Node ID: 1111493, Name: Operation Pointblank
Node ID: 771883, Name: Fernando Mezzasoma
Node ID: 1133871, Name: Rudolf Holste
Node ID: 117600, Name: Clifton Sprague
Node ID: 673345, Name: Flchtlinge
Node ID: 535791, Name: Geoffrey Lawrence, 1st Baron Oaksey
Node ID: 673693, Name: Das Blaue Licht
Node ID: 1707648, Name: Paris Economy Pact
Node ID: 1159687, Name: Ludwig Stumpfegger
Node ID: 120294, Name: VT-8
Node ID: 144470, Name: After the Battle
Node ID: 1159913, Name: Herbert von Bose
Node ID: 1140784, Name: March of the Iron Will
Node ID: 1160462, Name: Ernst Rdin
Node ID: 1159699, Name: Erich Kempka
Node ID: 1134684, Name: Heinz Lammerding
Node ID: 120463, Name: Task Force 44
Node ID: 1389973, Name: Finisterre Range campaign
Node ID: 119873, Name: Arthur S. Carpender
Node ID: 941308, Name: Into the Jaws of Death
Node ID: 620664, Name: Defense of the Adzhimushkay quarry
Node ID: 1390025, Name: Sydney Rowell
Node ID: 162705, Name: Jzef Mackiewicz
Node ID: 1159728, Name: Bamberg Conference
Node ID: 1410532, Name: Manchukuo yuan
Node ID: 1159918, Name: James P. O'Donnell
Node ID: 1438162, Name: Agnes Newton Keith
Node ID: 1393239, Name: Defence of Alamein Line
Node ID: 1257616, Name: Eugne Deloncle
Node ID: 1390152, Name: Baba Masao
Node ID: 1134015, Name: Friedrich Schulz
Node ID: 1390289, Name: Operation Cooney
Node ID: 1159607, Name: Gustav Krupp von Bohlen und Halbach
Node ID: 788690, Name: Kuperjanov Battalion
Node ID: 132216, Name: Italian battleship Roma (1940)
Node ID: 1771991, Name: Shtora
Node ID: 71076, Name: Vril
Node ID: 1654935, Name: National Anthem of Manchukuo
Node ID: 1394870, Name: Geoffrey Scoones
Node ID: 130968, Name: HMS Active (H14)
Node ID: 1390706, Name: Operation Spring
Node ID: 1133042, Name: 29th Infantry Division (Germany)
Node ID: 1160101, Name: Malmedy massacre trial
Node ID: 371275, Name: Finnish war reparations to the Soviet Union
Node ID: 1160460, Name: Alfred Ploetz
Node ID: 419118, Name: Konstantinos Logothetopoulos
Node ID: 1133856, Name: Heinz Harmel
Node ID: 1753257, Name: Collaboration: Japanese Agents and Local Elites in Wartime China
Node ID: 1134525, Name: 709th Static Infantry Division (Germany)
Node ID: 1254440, Name: Beretta Model 38
Node ID: 1655080, Name: Masakazu Kawabe
Node ID: 1725174, Name: Operation Mallard
Node ID: 1159964, Name: Hans Fritzsche
Node ID: 1134531, Name: 19th Panzer Division (Germany)
Node ID: 1134205, Name: Nikolaus von Vormann
Node ID: 1138320, Name: Werner von Haeften
Node ID: 1159578, Name: Siegfried Kasche
Node ID: 1159305, Name: Fred A. Leuchter
Node ID: 119080, Name: Felix Stump
Node ID: 1388833, Name: Imperial Germans
Node ID: 178787, Name: Franz Bracht
Node ID: 744235, Name: Moishe Postone
Node ID: 1160209, Name: Josef Kramer
Node ID: 1415494, Name: War of the Century
Node ID: 1160235, Name: Karl Diebitsch
Node ID: 120422, Name: Elliott Buckmaster
Node ID: 1390503, Name: 25 Motorised Division Bologna
Node ID: 1654943, Name: Zhou Baozhong
Node ID: 178764, Name: Manfred Rommel
Node ID: 578034, Name: Franco-Thai War
Node ID: 1134550, Name: List of German divisions in World War II
Node ID: 1134374, Name: Erich Brandenberger
Node ID: 1133953, Name: 4th Panzer Division (Germany)
Node ID: 1160927, Name: Kazimierz Piechowski
Node ID: 1349935, Name: World War II Behind Closed Doors: Stalin, the Nazis and the West
Node ID: 1160648, Name: Strafgesetzbuch section 86a
Node ID: 1392553, Name: Herbert Lumsden
Node ID: 1159580, Name: Hubert Klausner
Node ID: 713775, Name: Stirlitz
Node ID: 121218, Name: Gordon Prange
Node ID: 1160239, Name: Franz Walter Stahlecker
Node ID: 673336, Name: Herbert Windt
Node ID: 1159705, Name: Hans Baur
Node ID: 806803, Name: Central Bank of Manchou
Node ID: 179183, Name: Karl Jarres
Node ID: 1132958, Name: Fall Rot
Node ID: 1159852, Name: Hanns Albin Rauter
Node ID: 924594, Name: William H. Rupertus
Node ID: 1390037, Name: Battle of Wau
Node ID: 116696, Name: Henri d'Astier de la Vigerie
Node ID: 1159636, Name: Volk ohne Raum
Node ID: 1690789, Name: Adolf Hitler's directives
Node ID: 1209655, Name: Alfred Andersch
Node ID: 1394783, Name: Montagu Stopford
Node ID: 120410, Name: Michiaki Kamada
Node ID: 1034863, Name: Love Hurts (UK TV series)
Node ID: 1159684, Name: Werner Haase
Node ID: 1258381, Name: Henri Amouroux
Node ID: 1134201, Name: Rudolf von Bnau (father)
Node ID: 120296, Name: John C. Waldron
Node ID: 1159215, Name: Zivilarbeiter
Node ID: 1134786, Name: Hill 262
Node ID: 1159664, Name: Hans Schemm
Node ID: 1137807, Name: Nikolay Voronov
Node ID: 117969, Name: USS Monterey (CVL-26)
Node ID: 1137918, Name: Baltic Offensive
Node ID: 459940, Name: Nicholas van Rijn
Node ID: 179165, Name: Julius Curtius
Node ID: 1394773, Name: Kenneth Strong
Node ID: 117867, Name: USS Cabot (CVL-28)
Node ID: 1133788, Name: Walter Warlimont
Node ID: 568433, Name: Japanese repatriation from Huludao
Node ID: 674668, Name: Andr Hennicke
Node ID: 1137831, Name: Nikolai Berzarin
Node ID: 1511379, Name: Gump and Co.
Node ID: 116698, Name: Jos Aboulker
Node ID: 1133060, Name: 170th Infantry Division (Germany)
Node ID: 790112, Name: Aircraft parts industry
Node ID: 1708768, Name: Gennady Nevelskoy
Node ID: 120485, Name: Shigeyoshi Inoue
Node ID: 214425, Name: Origins of the Cold War
Node ID: 1138420, Name: Albrecht von Hagen
Node ID: 1425130, Name: Robert Satloff
Node ID: 1134007, Name: Kurt Pflugbeil
Node ID: 254141, Name: Stepping switch
Node ID: 1159125, Name: Auschwitz-Birkenau State Museum
Node ID: 1258328, Name: Pierre Villon
Node ID: 1159310, Name: Paul Rassinier
Node ID: 1133769, Name: Friedrich-Wilhelm Mller
Node ID: 121263, Name: John D. Bulkeley
Node ID: 1413841, Name: Ralph C. Smith
Node ID: 1132532, Name: Israel's Department Store
Node ID: 1134426, Name: Hellmuth Reymann
Node ID: 1026483, Name: Walter Gross
Node ID: 117689, Name: Landing on Emirau
Node ID: 1159099, Name: Mnchener Post
Node ID: 120183, Name: Matome Ugaki
Node ID: 121311, Name: Joseph J. Clark
Node ID: 1132723, Name: Ernst Kals
Node ID: 601534, Name: Albert Jolis
Node ID: 1159046, Name: Paul Schultze-Naumburg
Node ID: 1134089, Name: Hans Gollnick
Node ID: 1160646, Name: Friedrich von Bodelschwingh
Node ID: 1655074, Name: Otoz Yamada
Node ID: 1159923, Name: Karl Gerland
Node ID: 771874, Name: Renato Ricci
Node ID: 1725158, Name: 716th Static Infantry Division (Germany)
Node ID: 1133704, Name: Rudolf Schmundt
Node ID: 626685, Name: Paper Clips Project
Node ID: 1138445, Name: Willi Graf
Node ID: 1134598, Name: Operation Northern Light
Node ID: 1350522, Name: Encounter at the Elbe
Node ID: 1160145, Name: Hans-Adolf Prtzmann
Node ID: 1136066, Name: Curtiss SB2C Helldiver
Node ID: 1159462, Name: Robert Servatius
Node ID: 1133875, Name: Walter Wei
Node ID: 1654871, Name: Jewish settlement in Imperial Japan
Node ID: 1389733, Name: 162nd Infantry Regiment (United States)
Node ID: 1134829, Name: Siege of Odessa (1941)
Node ID: 120456, Name: Richard E. Fleming
Node ID: 1394807, Name: Freddie de Guingand
Node ID: 1160463, Name: Fritz Lenz
Node ID: 121403, Name: Landing at Saidor
Node ID: 1725151, Name: Bill Millin
Node ID: 158329, Name: John Durnford-Slater
Node ID: 1137576, Name: Butterfly Bomb
Node ID: 1392551, Name: John Frederick Boyce Combe
Node ID: 1160654, Name: SS State of Burgundy
Node ID: 1675916, Name: Villers-Bocage, Calvados
Node ID: 522376, Name: Malinta Tunnel
Node ID: 1389944, Name: Landing at Nadzab
Node ID: 1160021, Name: Gerhard Klopfer
Node ID: 61311, Name: Gereon
Node ID: 1414216, Name: Raymond O. Barton
Node ID: 1413969, Name: 184th Infantry Regiment (United States)
Node ID: 120225, Name: Bombing of Rabaul (November 1943)
Node ID: 1648920, Name: Red Cross parcel
Node ID: 1138018, Name: Battle of Nikolayevka
Node ID: 1319511, Name: Royal Page Davidson
Node ID: 533819, Name: Sea lines of communication
Node ID: 1389946, Name: Landing at Lae
Node ID: 566580, Name: Enrico Caviglia
Node ID: 1159650, Name: Hans Nieland
Node ID: 1134435, Name: Ludwig Kbler
Node ID: 771843, Name: United Socialist Party (Italy, 19221930)
Node ID: 1135250, Name: Reggiane Re.2000
Node ID: 1160045, Name: Hugo Jury
Node ID: 1136928, Name: Spartan Cruiser
Node ID: 1414671, Name: Henry Regnery
Node ID: 121437, Name: John Augustine Collins
Node ID: 941307, Name: Robert F. Sargent
Node ID: 578060, Name: Battle of Koh Chang
Node ID: 1390409, Name: Gnther Burstyn
Node ID: 1412450, Name: Jzef Lipski
Node ID: 1134633, Name: HIAG
Node ID: 1138315, Name: Friedrich Gustav Jaeger
Node ID: 130587, Name: HMS Illustrious (87)
Node ID: 1655097, Name: Hiroshi shima
Node ID: 1570650, Name: Operation Crossword
Node ID: 647100, Name: French Historical Studies
Node ID: 1570919, Name: Hessell-Tiltman Prize
Node ID: 771942, Name: Vittorio Ambrosio
Node ID: 120226, Name: Battle of Arawe
Node ID: 1390500, Name: 60 Infantry Division Sabratha
Node ID: 179405, Name: Eugen von Knilling
Node ID: 116620, Name: Franois Sevez
Node ID: 120164, Name: Japanese aircraft carrier Chitose
Node ID: 897692, Name: South Tyrol Option Agreement
Node ID: 1134145, Name: Karl-Adolf Hollidt
Node ID: 1159915, Name: Erich Klausener
Node ID: 1137951, Name: Alexander Rodimtsev
Node ID: 1160038, Name: Blutfahne
Node ID: 117854, Name: USS Belleau Wood (CVL-24)
Node ID: 1134399, Name: Josef Harpe
Node ID: 1133044, Name: Traugott Herr
Node ID: 1133067, Name: 72nd Infantry Division (Germany)
Node ID: 1395159, Name: Stalag VII-A
Node ID: 1134014, Name: Walter Neumann-Silkow
Node ID: 1134450, Name: Heinrich Freiherr von Lttwitz
Node ID: 1133065, Name: 18th Panzer Division (Germany)
Node ID: 1655120, Name: Mitsuru Ushijima
Node ID: 1138422, Name: Sippenhaft
Node ID: 1160638, Name: Mikls Nyiszli
Node ID: 1080639, Name: Germar Rudolf
Node ID: 1160447, Name: Geltungsjude
Node ID: 1134833, Name: Siege of Breslau
Node ID: 1160835, Name: Henry T. King
Node ID: 458864, Name: La Gleize
Node ID: 675124, Name: Joachim Hansen (actor)
Node ID: 1159582, Name: Josef Leopold
Node ID: 1137929, Name: Operation Polyarnaya Zvezda
Node ID: 1135247, Name: Reggiane Re.2001
Node ID: 1111434, Name: No. 172 Squadron RAF
Node ID: 1655060, Name: Hideyoshi Obata
Node ID: 1159672, Name: Josef Wagner (Gauleiter)
Node ID: 1110124, Name: Nur fr Deutsche
Node ID: 1392555, Name: Dudley Russell
Node ID: 120187, Name: Jinichi Kusaka
Node ID: 1160198, Name: Curt von Gottberg
Node ID: 1133762, Name: Manstein Plan
Node ID: 652545, Name: Second Vinson Act
Node ID: 1160208, Name: Wilhelm Koppe
Node ID: 890367, Name: Eugen Ott (ambassador)
Node ID: 14181, Name: List of German companies by employees in 1938
Node ID: 552720, Name: Operation Musketeer
Node ID: 1138000, Name: Stalingrad (1989 film)
Node ID: 1392598, Name: 3rd Carabiniers
Node ID: 776268, Name: Alex Linder
Node ID: 1414024, Name: 127th Infantry Regiment (United States)
Node ID: 1160203, Name: Emanuel Schfer
Node ID: 771908, Name: Enrico Corradini
Node ID: 1138461, Name: House of Plettenberg
Node ID: 985231, Name: Saint-Mandrier-sur-Mer
Node ID: 1134751, Name: Matthias Kleinheisterkamp
Node ID: 1160128, Name: Walter Rauff
Node ID: 1133711, Name: Oswald Lutz
Node ID: 177958, Name: Fritz Bauer
Node ID: 1137713, Name: Vladimir Tributs
Node ID: 235453, Name: James Stewart Martin (military)
Node ID: 1159575, Name: Georg Leibbrandt
Node ID: 1159916, Name: Edgar Julius Jung
Node ID: 1159831, Name: Walter Buch
Node ID: 1655063, Name: Kenkichi Ueda
Node ID: 217978, Name: Erich Weinert
Node ID: 1258334, Name: Maurice Kriegel-Valrimont
Node ID: 1415401, Name: Fort Drum (El Fraile Island)
Node ID: 1394696, Name: George Giffard
Node ID: 1160486, Name: Christian Gerlach
Node ID: 119984, Name: Ks Abe
Node ID: 1160644, Name: Dachau massacre
Node ID: 561629, Name: Max Erwin von Scheubner-Richter
Node ID: 1160922, Name: Lakhva
Node ID: 1150979, Name: Allied Military Government for Occupied Territories
Node ID: 1159484, Name: Wilhelm Schepmann
Node ID: 131872, Name: French cruiser Dupleix
Node ID: 1027599, Name: The Lambeth Walk
Node ID: 158324, Name: Operation Claymore
Node ID: 1134045, Name: LublinBrest Offensive
Node ID: 465613, Name: Thursday Island, Queensland
Node ID: 1413919, Name: 32nd Infantry Regiment (United States)
Node ID: 120173, Name: Shji Nishimura
Node ID: 1394817, Name: Alexander Galloway
Node ID: 1338629, Name: Charles Winters
Node ID: 179487, Name: Adolf von Thadden
Node ID: 1133954, Name: 1st Panzer Division (Germany)
Node ID: 776983, Name: POW labor in the Soviet Union
Node ID: 177645, Name: Hans Gerhard Creutzfeldt
Node ID: 1635127, Name: Maarten Gerritsz Vries
Node ID: 1159276, Name: Wolfgang Benz
Node ID: 1094942, Name: Republican Guard (France)
Node ID: 1133681, Name: Hermann von Hanneken (soldier)
Node ID: 1134005, Name: Gustav von Vaerst
Node ID: 1159668, Name: Wilhelm Friedrich Loeper
Node ID: 1134702, Name: Werner Ostendorff
Node ID: 1159615, Name: Karl Weinrich
Node ID: 801663, Name: 1st Infantry Division (Slovak Republic)
Node ID: 1133852, Name: Adolf Heusinger
Node ID: 985549, Name: Moulineaux
Node ID: 1159573, Name: Gerhard Robach
Node ID: 1134001, Name: Werner Kempf
Node ID: 441768, Name: SS General von Steuben
Node ID: 1160895, Name: Ochota massacre
Node ID: 1159843, Name: Mass suicides in 1945 Nazi Germany
Node ID: 924720, Name: Helmet for My Pillow
Node ID: 49921, Name: Brit HaBirionim
Node ID: 179461, Name: Magnus von Braun (senior)
Node ID: 1159978, Name: Jewish skeleton collection
Node ID: 120288, Name: Sadayoshi Yamada
Node ID: 120236, Name: Operation K
Node ID: 1390707, Name: Operation Windsor
Node ID: 1134861, Name: Harald Mors
Node ID: 1134834, Name: Operation Wotan
Node ID: 1160918, Name: Szymon Datner
Node ID: 35794, Name: Mieczysaw Zygfryd Sowikowski
Node ID: 1137632, Name: Massacre of the Acqui Division
Node ID: 1160075, Name: Karl Kaufmann
Node ID: 1390663, Name: Battle of Verrires Ridge
Node ID: 1390569, Name: Dan Pienaar
Node ID: 1655016, Name: Kiyotake Kawaguchi
Node ID: 1394660, Name: Ouvry Lindfield Roberts
Node ID: 1159039, Name: Henry Friedlander
Node ID: 1137957, Name: Vasily Badanov
Node ID: 1160350, Name: Eduard Wagner
Node ID: 1764699, Name: Anglo-Hellenic League
Node ID: 1134478, Name: Heinrich Graf von Einsiedel
Node ID: 1159907, Name: Adolf Hhnlein
Node ID: 1390516, Name: Italian Co-Belligerent Navy
Node ID: 673694, Name: Tiefland (film)
Node ID: 1160590, Name: Maria Mandel
Node ID: 1160039, Name: Jakob Grimminger
Node ID: 1159977, Name: Wolfram Sievers
Node ID: 1257613, Name: Louis Darquier de Pellepoix
Node ID: 130874, Name: HMAS Perth (D29)
Node ID: 1209689, Name: Hans Carossa
Node ID: 1572593, Name: Randall Hansen
Node ID: 1138371, Name: Elisabeth von Thadden
Node ID: 1573055, Name: Arnold Heeney
Node ID: 771951, Name: Nello Rosselli
Node ID: 1138322, Name: Albrecht Mertz von Quirnheim
Node ID: 818563, Name: Hungarian National Defence Association
Node ID: 1257048, Name: Maurice Bardche
Node ID: 1159214, Name: German prisoners of war in the Soviet Union
Node ID: 1199309, Name: Zone
Node ID: 1676196, Name: Sainte-Honorine-des-Pertes
Node ID: 1350867, Name: Effect of the Siege of Leningrad on the city
Node ID: 1138421, Name: Ewald-Heinrich von Kleist-Schmenzin
Node ID: 471321, Name: Jash
Node ID: 1159930, Name: Fritz Bracht
Node ID: 117583, Name: USS St. Lo (CVE-63)
Node ID: 178281, Name: Otto Kranzbhler
Node ID: 1159031, Name: Lothar Machtan
Node ID: 1395156, Name: Stalag IV-B
Node ID: 1160243, Name: Karl Jger
Node ID: 1159481, Name: Flight and evacuation of German civilians during the end of World War II
Node ID: 1160172, Name: Herbert Kappler
Node ID: 1413707, Name: Ray Barker
Node ID: 1137762, Name: Alexander Novikov
Node ID: 704328, Name: Anthony Faramus
Node ID: 1394869, Name: Edward Quinan
Node ID: 967133, Name: Royal Saltworks at Arc-et-Senans
Node ID: 1137625, Name: W. Stanley Moss
Node ID: 1159304, Name: Leuchter report
Node ID: 1413752, Name: Jens A. Doe
Node ID: 1134404, Name: Hans-Karl Freiherr von Esebeck
Node ID: 1783026, Name: Philipp, Landgrave of Hesse
Node ID: 1159943, Name: Der Angriff
Node ID: 1701548, Name: Run Rabbit Run
Node ID: 177766, Name: Hans Ehrenberg
Node ID: 1160129, Name: Alois Hudal
Node ID: 120831, Name: Conrad Emil Lambert Helfrich
Node ID: 1676162, Name: Courseulles-sur-Mer
Node ID: 1133703, Name: Bodo Zimmermann
Node ID: 131122, Name: Italian cruiser Raimondo Montecuccoli
Node ID: 1137947, Name: Pavel Rybalko
Node ID: 1160279, Name: Hermann Hfle
Node ID: 920590, Name: Andr Marquis
Node ID: 1395126, Name: Laufen, Germany
Node ID: 1159605, Name: Gustav Simon
Node ID: 1159621, Name: Until the Final Hour
Node ID: 1133064, Name: 26th Infantry Division (Germany)
Node ID: 121225, Name: Battle of Corregidor (1945)
Node ID: 1138467, Name: Seven anti-Partisan offensives
Node ID: 1507582, Name: Mobility (military)
Node ID: 1160217, Name: Stille Hilfe
Node ID: 110763, Name: Heinrich Ernst Gring
Node ID: 67150, Name: Definitions of fascism
Node ID: 345618, Name: Carinhall
Node ID: 1133045, Name: 23rd Infantry Division (Germany)
Node ID: 1390017, Name: Iven Giffard Mackay
Node ID: 1159952, Name: Karl Ernst
Node ID: 1447648, Name: Anton Vassil
Node ID: 1655095, Name: Isamu Ch
Node ID: 1160894, Name: Wola massacre
Node ID: 1390892, Name: Saint-Aubin-sur-Mer, Calvados
Node ID: 1655085, Name: Takashi Hishikari
Node ID: 161792, Name: Jzef Kasparek
Node ID: 1319933, Name: Destined to Witness
Node ID: 119270, Name: Battle of Angaur
Node ID: 1732220, Name: Axis & Allies (2004 video game)
Node ID: 981119, Name: Leader of the Free World
Node ID: 131260, Name: IMAM Ro.43
Node ID: 120235, Name: Battle of Mount Austen, the Galloping Horse, and the Sea Horse
Node ID: 1133967, Name: Ulrich Kleemann
Node ID: 1251080, Name: Jean-Baptiste Rgis
Node ID: 130594, Name: HMS Kandahar (F28)
Node ID: 1160082, Name: Erich Neumann (politician)
Node ID: 1159922, Name: Hans Ulrich Klintzsch
Node ID: 1390326, Name: Joseph Polowski
Node ID: 130537, Name: German tanker Altmark
Node ID: 1390014, Name: Arthur Samuel Allen
Node ID: 119119, Name: Daniel E. Barbey
Node ID: 709887, Name: Mussolinia
Node ID: 1676355, Name: Lion-sur-Mer
Node ID: 1159341, Name: Der Marsch zum Fhrer
Node ID: 120114, Name: Japanese cruiser Kumano
Node ID: 1630204, Name: Hermann Lns
Node ID: 1138411, Name: Erwin von Lahousen
Node ID: 1132565, Name: World War II reparations towards Yugoslavia
Node ID: 120165, Name: Axis naval activity in Australian waters
Node ID: 1160283, Name: Kurt Gerstein
Node ID: 24384, Name: Dystrophy
Node ID: 41915, Name: Neo-vlkisch movements
Node ID: 1133770, Name: Hans Seidemann
Node ID: 130713, Name: French destroyer Mogador
Node ID: 1138353, Name: Caesar von Hofacker
Node ID: 1315120, Name: Werner March
Node ID: 996655, Name: Battle of Vuosalmi
Node ID: 1770969, Name: Nazi-Soviet pact
Node ID: 1472876, Name: Victor Buller Turner
Node ID: 1708757, Name: Mamiya Rinz
Node ID: 1159100, Name: Bethel Institution
Node ID: 1394354, Name: Francis Tuker
Node ID: 1135298, Name: Dornier Do 22
Node ID: 1655004, Name: Gozen Kaigi
Node ID: 1225306, Name: Lillian Garrett-Groag
Node ID: 1132957, Name: Friedrich Christiansen
Node ID: 1134427, Name: Erich Brenfnger
Node ID: 1160287, Name: Werner Heyde
Node ID: 49346, Name: Al Schwimmer
Node ID: 167137, Name: Animal rights and the Holocaust
Node ID: 1134807, Name: Operation Doppelkopf
Node ID: 1509911, Name: Murdersuicide
Node ID: 67219, Name: Anti-democratic thought
Node ID: 1159840, Name: Ernst Wilhelm Bohle
Node ID: 119852, Name: Ernest E. Evans
Node ID: 1160222, Name: Eduard Wirths
Node ID: 120264, Name: Japanese aircraft carrier Zuih
Node ID: 1392542, Name: 151st Infantry Brigade (United Kingdom)
Node ID: 1137565, Name: Teller mine
Node ID: 120488, Name: Mineichi Koga
Node ID: 1390559, Name: Italian Libyan Colonial Division
Node ID: 943469, Name: Leipzig Trial
Node ID: 409062, Name: Max Jordan
Node ID: 1134555, Name: 227th Infantry Division (Germany)
Node ID: 1159435, Name: Pfarrernotbund
Node ID: 1134401, Name: Hyazinth Graf Strachwitz von Gross-Zauche und Camminetz
Node ID: 1137932, Name: Soviet deep battle
Node ID: 181413, Name: Vehmic court
Node ID: 201466, Name: Pripyat swamps (punitive operation)
Node ID: 1393269, Name: Northamptonshire Yeomanry
Node ID: 211266, Name: Friedrich von Bernhardi
Node ID: 1767923, Name: Ogrodzieniec, Warmian-Masurian Voivodeship
Node ID: 1159745, Name: Hartmann Lauterbacher
Node ID: 772001, Name: Italian Spahis
Node ID: 1134627, Name: Elsenborn Ridge
Node ID: 130591, Name: HMS Hermione (74)
Node ID: 130817, Name: HMS Faulknor (H62)
Node ID: 1134723, Name: Hermann Prie
Node ID: 842258, Name: Abies sachalinensis
Node ID: 1137977, Name: Ivan Yefimovich Petrov
Node ID: 1160062, Name: Gerhard Wagner (Nazi physician)
Node ID: 1160247, Name: Bronislav Kaminski
Node ID: 1771043, Name: Karpaty Army
Node ID: 1160299, Name: Karl Fritzsch
Node ID: 1423892, Name: Joan Pujol Garcia
Node ID: 673350, Name: S.A.-Mann Brand
Node ID: 1159547, Name: Theodor Schieder
Node ID: 1771881, Name: 15 cm sFH 18
Node ID: 120299, Name: Max Leslie
Node ID: 1257619, Name: Jacques de Bernonville
Node ID: 181210, Name: Knapsack, Germany
Node ID: 1159217, Name: Nederlandsche SS
Node ID: 130481, Name: Operation Reservist
Node ID: 1677234, Name: Hein ter Poorten
Node ID: 1159380, Name: Frank Foley
Node ID: 1160686, Name: HHhH
Node ID: 673433, Name: The White Hell of Pitz Palu
Node ID: 67964, Name: Nicols Gmez Dvila
Node ID: 1160783, Name: Auschwitz: The Nazis and the 'Final Solution'
Node ID: 1734974, Name: R.U.S.E.
Node ID: 1390092, Name: Air raids on Australia, 194243
Node ID: 1133063, Name: 8th Panzer Division (Germany)
Node ID: 1160859, Name: The Man with the Iron Heart
Node ID: 767022, Name: Robert Butow
Node ID: 687115, Name: Henri Donnedieu de Vabres
Node ID: 1160212, Name: Paul Blobel
Node ID: 1133829, Name: Eugen Ritter von Schobert
Node ID: 1133724, Name: 20th Panzer Division (Germany)
Node ID: 1257139, Name: Marcel Bucard
Node ID: 1159914, Name: Marburg speech
Node ID: 1134764, Name: Gustav Krukenberg
Node ID: 1395141, Name: Stalag X-B
Node ID: 1135451, Name: Fiat CR.20
Node ID: 1133692, Name: Josef Reichert
Node ID: 1390504, Name: 2 Libyan Division Pescatori
Node ID: 801664, Name: Field Army Bernolk
Node ID: 132641, Name: Italian battleship Conte di Cavour
Node ID: 1109654, Name: Luigi Gatti
Node ID: 1160449, Name: The Reich Chancellery and Fhrerbunker Complex
Node ID: 1159320, Name: Peter Longerich
Node ID: 1159004, Name: Richard Sonnenfeldt
Node ID: 120724, Name: Victor Crutchley
Node ID: 771861, Name: Edmondo Rossoni
Node ID: 648071, Name: Human Rights Review
Node ID: 1134675, Name: Karl Fischer von Treuenfeld
Node ID: 131140, Name: French cruiser Jean de Vienne
Node ID: 1160815, Name: Marie-Claude Vaillant-Couturier
Node ID: 1390499, Name: 62 Infantry Division Marmarica
Node ID: 121093, Name: Battle of Lone Tree Hill
Node ID: 1160405, Name: NaziSoviet economic relations (19341941)
Node ID: 1471958, Name: India in World War II
Node ID: 1654953, Name: Xi Qia
Node ID: 1392541, Name: 152nd Infantry Brigade (United Kingdom)
Node ID: 130832, Name: HMS Neptune (20)
Node ID: 1553188, Name: Hindenburg light
Node ID: 1137978, Name: Ivan Tyulenev
Node ID: 817659, Name: Marching Through Georgia (novel)
Node ID: 1160049, Name: Gerda Christian
Node ID: 1159740, Name: Josef Bhler
Node ID: 1134394, Name: Paul Conrath
Node ID: 1315087, Name: Romolo Marcellini
Node ID: 120465, Name: ANZAC Squadron
Node ID: 1257145, Name: Maurrassisme
Node ID: 1134591, Name: Security Division (Germany)
Node ID: 573684, Name: Joseph E. Persico
Node ID: 1160507, Name: Dov Lopatyn
Node ID: 1133831, Name: Otto Whler
Node ID: 1134774, Name: Heinz Brandt
Node ID: 116630, Name: West Africa Campaign (World War II)
Node ID: 673695, Name: S.O.S. Eisberg
Node ID: 1134451, Name: Karl Blowius
Node ID: 179225, Name: Paul Lbe
Node ID: 121346, Name: Timeline of World War II (1943)
Node ID: 1109840, Name: Lambach Abbey
